Stockfish_Evaluation,Time_Left,Pieces_Left,Elo_Difference,Predicted_Outcome
1.23,18.8,6.0,-19.0,0
0.96,20.4,8.0,80.0,0
-1.49,13.6,15.0,-13.0,0
1.47,20.8,19.0,15.0,0
2.24,13.6,16.0,-48.0,0
0.68,14.6,15.0,-20.0,0
-3.4,16.0,17.0,54.0,0
-3.57,21.4,13.0,23.0,0
1.22,8.5,19.0,-7.0,0
1.1,23.1,15.0,-29.0,0
1.07,17.9,10.0,-45.0,0
-1.79,14.6,13.0,-17.0,0
1.33,13.6,16.0,-58.0,0
0.5,14.2,14.0,-7.0,0
-2.16,10.4,14.0,61.0,0
-1.2,13.0,16.0,-42.0,1
-0.15,12.3,16.0,-63.0,0
1.75,16.8,11.0,-61.0,0
-3.77,12.4,19.0,7.0,0
-3.09,16.0,15.0,-25.0,0
1.27,13.0,16.0,-17.0,0
-0.8,24.1,15.0,59.0,1
-3.55,12.6,14.0,-70.0,0
0.84,11.2,18.0,-7.0,0
0.58,22.8,15.0,-38.0,0
0.39,10.4,15.0,-62.0,0
0.6,7.7,8.0,38.0,0
1.25,17.5,17.0,32.0,1
-2.2,15.1,14.0,-11.0,0
1.59,6.1,17.0,21.0,0
1.77,9.2,20.0,-53.0,0
-0.13,22.2,17.0,-38.0,0
-2.93,19.5,15.0,53.0,0
1.6,21.3,14.0,-16.0,0
1.07,12.3,23.0,1.0,0
0.55,18.4,16.0,46.0,0
1.38,17.4,16.0,-10.0,0
-1.17,10.0,14.0,36.0,0
4.29,10.7,12.0,-43.0,1
-0.09,21.7,9.0,3.0,1
-1.34,13.8,20.0,-110.0,0
2.0,14.7,13.0,-71.0,0
3.1,18.0,14.0,34.0,1
-4.13,11.9,15.0,-22.0,0
-2.76,19.6,19.0,30.0,0
-1.55,18.9,13.0,1.0,0
4.23,17.9,16.0,-20.0,1
-0.96,19.0,17.0,-41.0,0
0.54,22.2,11.0,29.0,1
0.44,8.0,11.0,50.0,1
-2.9,25.6,13.0,32.0,0
1.76,10.3,16.0,-43.0,0
0.63,22.3,15.0,-48.0,0
-1.72,11.7,15.0,14.0,0
-1.32,19.8,17.0,17.0,0
-2.1,20.8,12.0,-27.0,0
-1.25,11.6,14.0,-10.0,0
1.32,25.1,15.0,60.0,1
-1.81,13.1,13.0,-4.0,0
0.17,8.2,22.0,24.0,0
0.63,27.1,9.0,61.0,1
-1.58,18.6,19.0,-9.0,0
2.52,22.9,17.0,12.0,1
1.5,12.2,17.0,-20.0,0
-2.33,22.0,15.0,-21.0,0
-1.15,10.9,19.0,-71.0,0
2.59,17.5,14.0,-12.0,1
-0.06,11.5,16.0,-50.0,0
0.19,21.6,15.0,-26.0,0
1.37,15.4,14.0,21.0,1
-0.62,10.2,15.0,33.0,0
-2.43,27.5,12.0,12.0,0
2.17,12.3,13.0,50.0,0
-0.8,22.1,20.0,29.0,0
-0.37,5.1,24.0,-15.0,0
-2.0,24.5,17.0,-23.0,0
-1.73,8.0,18.0,17.0,0
2.88,17.4,16.0,29.0,1
-2.75,19.9,16.0,70.0,0
-2.45,16.9,17.0,60.0,0
-0.92,16.9,18.0,-62.0,0
0.64,15.9,20.0,-5.0,0
-1.93,21.6,12.0,41.0,0
-1.11,16.2,23.0,53.0,0
-0.94,30.0,15.0,47.0,1
-0.83,25.6,15.0,-43.0,0
-2.0,17.3,14.0,-18.0,0
4.45,23.1,14.0,18.0,1
3.96,25.7,17.0,46.0,1
-1.52,16.6,17.0,17.0,0
0.75,18.6,17.0,-55.0,0
0.76,20.3,14.0,2.0,0
1.21,22.8,7.0,32.0,1
0.26,7.7,10.0,-81.0,1
-1.65,29.7,15.0,-36.0,1
4.25,27.0,16.0,-101.0,0
1.15,20.9,14.0,-5.0,0
2.91,9.8,13.0,41.0,0
3.62,20.0,16.0,-12.0,1
-3.54,19.3,15.0,2.0,0
-1.73,20.1,14.0,-5.0,0
-0.41,22.8,10.0,-19.0,1
1.0,16.4,12.0,-11.0,0
1.83,17.9,18.0,17.0,0
-0.13,20.0,12.0,27.0,0
2.59,15.7,17.0,-3.0,1
1.22,23.2,19.0,-85.0,0
1.19,13.9,13.0,-34.0,0
-0.03,14.7,14.0,-4.0,0
0.63,18.0,18.0,3.0,0
0.62,19.1,19.0,-47.0,0
1.93,16.6,13.0,-90.0,0
-2.63,18.3,10.0,-34.0,0
-1.55,12.4,19.0,17.0,0
-3.29,7.0,17.0,-35.0,0
-1.71,18.2,16.0,-76.0,0
1.22,16.8,18.0,77.0,0
-1.68,20.8,11.0,71.0,0
0.05,19.5,16.0,-124.0,0
-1.84,13.9,14.0,-23.0,0
0.23,11.5,17.0,83.0,0
0.09,10.9,17.0,-24.0,0
-0.05,13.3,18.0,-11.0,0
2.2,14.7,17.0,-14.0,0
0.83,20.1,16.0,2.0,0
0.99,18.3,16.0,-85.0,0
2.32,13.2,16.0,53.0,1
-0.42,12.1,13.0,-92.0,0
-1.9,26.3,14.0,17.0,0
1.47,21.8,16.0,44.0,0
0.87,25.3,17.0,-73.0,0
-0.15,26.6,13.0,-46.0,1
-2.57,16.7,12.0,1.0,0
-0.74,19.6,10.0,27.0,0
-0.39,13.8,11.0,-31.0,0
0.17,24.5,13.0,60.0,1
-0.57,19.4,14.0,60.0,0
-0.08,10.9,14.0,-10.0,0
-1.37,10.6,11.0,-49.0,0
1.57,15.6,10.0,-21.0,0
1.35,23.2,15.0,14.0,1
-1.09,19.1,15.0,-9.0,0
1.6,10.0,17.0,47.0,0
1.54,26.3,17.0,-76.0,1
1.02,10.1,16.0,-75.0,0
-1.33,22.4,15.0,-37.0,0
1.39,17.9,18.0,-3.0,0
1.28,7.2,19.0,24.0,0
2.46,11.8,13.0,-31.0,0
1.69,16.5,17.0,1.0,0
-0.68,17.5,13.0,-7.0,1
-1.52,15.8,16.0,-24.0,0
4.03,12.4,18.0,-48.0,1
0.6,9.5,14.0,-7.0,0
-3.67,15.2,12.0,59.0,0
-2.42,23.2,14.0,-66.0,1
-4.05,22.1,12.0,-78.0,1
2.44,24.5,12.0,-84.0,1
-1.42,23.8,19.0,-42.0,0
0.5,20.0,17.0,22.0,0
-3.21,10.9,13.0,39.0,0
2.4,10.4,12.0,-52.0,0
0.93,13.6,12.0,-49.0,0
2.09,11.1,13.0,-55.0,0
1.18,27.3,18.0,-15.0,1
-2.77,19.1,15.0,-38.0,0
1.32,16.4,21.0,-23.0,0
-3.11,20.1,15.0,-9.0,0
-1.54,18.8,13.0,-28.0,0
2.07,19.4,18.0,-17.0,0
1.97,18.9,10.0,-40.0,0
-1.89,22.9,16.0,84.0,0
-2.28,19.0,11.0,-22.0,0
0.05,23.8,8.0,-66.0,0
4.01,20.7,15.0,11.0,1
1.49,24.6,18.0,-24.0,1
4.71,27.6,16.0,-42.0,0
-0.33,21.1,15.0,-11.0,0
1.77,18.8,7.0,9.0,0
-0.63,18.1,15.0,-13.0,0
-1.6,19.1,15.0,7.0,1
-1.9,11.0,17.0,-51.0,0
0.71,20.1,12.0,31.0,0
2.59,11.5,17.0,7.0,0
-0.65,13.6,13.0,-47.0,0
2.84,21.1,14.0,34.0,1
3.66,30.0,17.0,73.0,0
1.74,13.2,11.0,-96.0,0
0.65,19.6,17.0,89.0,0
-0.25,15.3,11.0,-22.0,0
2.61,10.4,17.0,-24.0,0
-1.61,24.1,14.0,64.0,1
-0.34,10.6,15.0,-50.0,0
-2.58,13.3,6.0,52.0,1
-2.11,11.7,13.0,-43.0,0
-0.12,18.0,14.0,-5.0,0
1.41,13.6,20.0,-21.0,0
2.01,15.9,15.0,-30.0,0
0.13,18.3,13.0,-23.0,0
-0.84,16.7,18.0,-15.0,0
-1.58,12.6,13.0,57.0,1
1.4,5.0,18.0,5.0,1
1.32,15.8,16.0,-10.0,0
0.36,23.8,12.0,35.0,1
0.6,20.6,18.0,10.0,0
3.2,9.0,17.0,-79.0,0
-1.35,13.9,18.0,21.0,0
-2.83,13.3,14.0,20.0,0
1.78,13.4,17.0,-18.0,0
1.11,15.2,21.0,45.0,0
-1.64,12.4,16.0,-34.0,0
1.9,13.4,14.0,67.0,0
6.01,26.2,20.0,-22.0,1
0.96,22.0,17.0,20.0,0
-0.47,22.4,14.0,33.0,1
0.49,23.9,20.0,-50.0,0
0.26,7.3,11.0,-25.0,0
0.67,9.8,17.0,-36.0,0
-3.25,20.5,18.0,6.0,0
0.54,20.3,18.0,-53.0,1
-0.1,15.3,12.0,21.0,0
-2.63,5.7,11.0,42.0,0
-0.56,10.9,16.0,27.0,0
0.17,13.2,17.0,-24.0,0
1.9,30.0,12.0,50.0,1
-4.55,19.3,16.0,4.0,0
-1.83,9.0,11.0,42.0,0
-1.05,19.6,18.0,42.0,0
-0.4,19.6,13.0,11.0,0
-2.83,17.1,15.0,52.0,0
-1.82,23.4,18.0,23.0,0
1.4,17.0,17.0,16.0,0
0.93,23.5,16.0,72.0,1
-5.59,15.6,18.0,-4.0,1
-0.45,10.1,16.0,-42.0,0
0.26,17.0,19.0,-77.0,0
-1.83,18.9,10.0,17.0,0
-0.28,9.1,15.0,-50.0,0
0.79,21.4,15.0,16.0,0
1.43,8.2,14.0,-55.0,0
0.2,20.2,16.0,-22.0,0
1.29,19.3,16.0,-20.0,0
0.02,28.1,17.0,5.0,1
-4.57,9.8,11.0,13.0,1
-0.27,15.0,22.0,-15.0,0
-2.46,8.3,14.0,-42.0,0
1.18,14.1,16.0,-40.0,0
-2.08,24.5,14.0,54.0,0
-1.32,17.4,15.0,11.0,0
-1.68,21.0,13.0,30.0,0
-0.8,20.9,16.0,-21.0,1
0.61,18.6,17.0,18.0,0
-1.83,27.5,8.0,27.0,1
-1.24,16.2,14.0,-7.0,0
-3.51,21.4,14.0,46.0,0
0.56,18.8,22.0,-2.0,1
-2.55,8.5,18.0,-106.0,0
0.06,27.5,20.0,46.0,1
-1.98,16.2,17.0,2.0,1
-0.71,24.3,15.0,1.0,1
-0.64,18.1,16.0,-47.0,0
1.25,13.7,18.0,-37.0,1
-0.01,12.6,20.0,70.0,0
-3.74,10.6,16.0,22.0,0
-2.97,10.6,13.0,-52.0,0
1.69,14.5,18.0,-39.0,0
-0.66,21.9,12.0,17.0,0
-4.24,18.3,16.0,37.0,0
-0.07,6.6,17.0,30.0,0
0.54,17.9,15.0,-17.0,0
-0.97,12.6,12.0,16.0,0
-1.58,19.2,14.0,21.0,0
-0.29,24.8,14.0,-50.0,0
-3.84,18.0,12.0,8.0,0
-2.11,13.7,14.0,-12.0,0
1.39,7.0,11.0,24.0,0
-0.7,19.1,17.0,22.0,0
0.12,22.4,16.0,37.0,0
-1.18,22.8,16.0,-20.0,0
0.88,15.2,14.0,-15.0,0
1.56,23.8,14.0,19.0,1
0.79,22.6,13.0,71.0,1
-1.05,13.2,17.0,4.0,0
0.69,21.7,11.0,26.0,0
0.88,21.9,15.0,56.0,0
-2.76,13.7,13.0,-4.0,0
2.77,28.1,20.0,-5.0,1
0.88,14.0,17.0,-5.0,0
-2.01,19.1,15.0,49.0,1
1.99,9.7,12.0,-37.0,0
4.61,13.9,11.0,-45.0,0
-0.67,14.5,16.0,-2.0,1
-0.84,8.7,20.0,-29.0,0
-1.9,7.6,16.0,-26.0,0
3.68,22.5,16.0,-40.0,1
-1.46,22.2,16.0,-51.0,1
-1.94,24.3,15.0,-103.0,0
-1.03,15.3,16.0,61.0,0
-1.22,14.9,13.0,-20.0,0
-1.16,17.7,12.0,8.0,0
-1.58,16.7,15.0,-0.0,0
-2.59,30.0,19.0,-53.0,0
0.29,23.7,17.0,46.0,0
2.7,20.4,11.0,34.0,1
-1.98,20.5,14.0,-10.0,0
-2.61,13.9,17.0,-66.0,0
0.65,9.3,20.0,-40.0,0
1.07,11.0,20.0,-43.0,0
-1.68,24.6,14.0,51.0,0
-0.55,28.3,17.0,40.0,1
-3.17,10.5,16.0,-6.0,0
-0.48,18.4,15.0,76.0,0
1.13,16.6,15.0,-11.0,0
1.08,10.2,15.0,-2.0,0
2.96,24.4,19.0,8.0,1
0.79,19.3,11.0,35.0,0
-1.13,21.6,16.0,32.0,0
2.08,13.1,20.0,1.0,0
-2.09,11.6,19.0,-27.0,0
4.01,13.7,17.0,-29.0,1
0.54,14.4,13.0,36.0,0
-1.47,14.2,17.0,-20.0,0
-1.77,12.2,19.0,-34.0,0
0.39,16.8,13.0,3.0,0
-0.16,13.5,16.0,31.0,0
-0.27,17.1,14.0,-1.0,0
-2.62,12.5,13.0,-60.0,0
1.69,19.6,14.0,-21.0,0
1.65,18.3,15.0,-61.0,0
-1.51,17.6,12.0,68.0,0
0.51,9.9,12.0,-2.0,0
2.24,20.3,12.0,-45.0,1
-1.9,28.8,16.0,28.0,1
1.5,26.8,11.0,-20.0,1
0.64,13.7,8.0,-49.0,0
2.93,5.1,19.0,-42.0,1
0.99,18.3,12.0,46.0,0
2.36,17.7,14.0,-10.0,1
1.96,19.5,18.0,5.0,0
-0.57,22.1,11.0,-12.0,0
3.56,20.3,11.0,56.0,1
2.51,10.5,13.0,-6.0,1
-0.57,19.3,18.0,15.0,0
2.59,22.8,15.0,6.0,1
-0.26,11.9,15.0,43.0,0
-0.18,19.4,14.0,-19.0,0
-1.79,15.5,17.0,-14.0,0
-2.07,27.7,19.0,56.0,1
0.3,14.0,24.0,-99.0,0
-1.25,24.7,15.0,101.0,1
-0.78,7.1,20.0,43.0,1
0.7,12.2,18.0,-42.0,0
-1.88,10.4,16.0,-14.0,0
0.6,15.9,8.0,-32.0,0
0.58,19.5,14.0,35.0,0
0.82,18.3,14.0,-71.0,0
0.33,13.3,16.0,6.0,0
0.7,14.6,14.0,-21.0,0
1.03,19.0,13.0,41.0,0
-1.17,24.6,21.0,40.0,0
-2.53,23.4,19.0,51.0,0
0.64,20.9,9.0,-13.0,0
0.3,18.0,14.0,-49.0,1
0.91,15.5,17.0,-36.0,0
2.28,13.9,19.0,22.0,0
-1.55,19.9,14.0,-87.0,0
-0.27,20.9,14.0,-40.0,0
0.94,13.2,15.0,-68.0,0
-2.04,21.9,17.0,34.0,0
0.08,21.6,10.0,-17.0,0
-0.2,17.7,9.0,-3.0,1
1.75,15.0,19.0,51.0,0
-0.92,22.4,12.0,22.0,0
-0.17,20.8,21.0,11.0,0
-1.77,21.5,12.0,39.0,0
-4.97,28.0,14.0,-41.0,0
-1.06,8.5,16.0,-43.0,1
-0.02,13.7,9.0,-36.0,0
-1.66,10.6,24.0,52.0,0
-0.24,24.5,14.0,4.0,1
2.68,15.9,12.0,10.0,1
0.99,27.9,12.0,-2.0,1
-3.73,5.0,16.0,-5.0,0
-1.33,23.2,16.0,13.0,0
1.12,15.9,12.0,27.0,0
0.15,15.3,11.0,-62.0,0
-4.69,12.7,18.0,72.0,0
1.57,19.4,13.0,3.0,0
-0.86,16.6,10.0,-34.0,0
0.42,17.6,15.0,-5.0,0
-1.94,20.6,14.0,13.0,0
-1.48,22.6,21.0,34.0,0
0.14,18.6,13.0,-93.0,0
-0.55,24.4,14.0,-25.0,0
-0.85,16.7,16.0,-21.0,0
2.54,5.0,13.0,2.0,0
-0.86,18.7,16.0,45.0,1
-0.88,18.6,12.0,80.0,0
-2.84,17.9,14.0,21.0,0
0.99,16.2,16.0,-3.0,0
0.66,5.3,18.0,29.0,0
-0.28,16.0,13.0,-22.0,0
-0.76,19.3,13.0,-70.0,0
-1.98,13.1,20.0,-29.0,0
1.25,17.0,13.0,-75.0,0
2.14,21.9,15.0,65.0,1
2.85,19.4,20.0,-8.0,1
-1.89,15.5,15.0,-19.0,0
0.48,17.2,14.0,-24.0,0
4.27,19.9,14.0,13.0,1
-1.42,21.8,13.0,10.0,0
-0.97,12.9,16.0,-29.0,0
-0.99,13.6,12.0,-22.0,1
0.38,6.8,17.0,20.0,0
1.21,14.8,15.0,-46.0,0
-4.61,19.0,16.0,28.0,0
-2.45,22.8,20.0,62.0,0
0.94,12.2,11.0,43.0,0
-1.46,24.4,15.0,3.0,0
-0.06,28.9,17.0,83.0,1
-0.33,18.9,13.0,-13.0,0
0.99,16.9,18.0,7.0,0
0.16,26.1,13.0,45.0,0
-0.78,17.2,16.0,-51.0,0
1.46,27.5,15.0,92.0,0
0.03,19.7,15.0,50.0,0
-1.69,17.7,15.0,-6.0,0
0.55,25.7,15.0,36.0,1
1.11,21.9,14.0,2.0,1
-0.21,16.6,13.0,41.0,0
-2.64,18.9,16.0,-49.0,0
-0.19,12.7,15.0,-51.0,0
-0.64,14.0,13.0,49.0,0
-1.35,16.2,16.0,17.0,0
0.02,22.1,14.0,29.0,0
-0.35,17.0,20.0,-67.0,0
-0.08,18.0,22.0,58.0,0
1.38,15.1,19.0,60.0,0
0.24,11.9,19.0,-10.0,0
-1.63,20.1,17.0,-20.0,0
-2.4,5.0,14.0,51.0,0
-3.94,10.7,9.0,99.0,0
-0.23,13.5,12.0,48.0,0
0.67,15.8,13.0,109.0,0
1.92,5.0,19.0,-46.0,0
2.3,18.7,16.0,-48.0,1
-0.75,23.2,13.0,-59.0,0
1.68,16.8,9.0,40.0,0
-2.3,21.6,22.0,9.0,0
-1.03,14.3,17.0,14.0,0
3.24,19.9,18.0,28.0,1
0.36,17.5,13.0,51.0,0
-0.63,21.8,15.0,-76.0,0
-0.36,17.7,14.0,-30.0,1
3.74,14.6,15.0,-12.0,1
1.06,9.0,21.0,-50.0,0
2.97,30.0,11.0,-40.0,1
-1.18,12.9,15.0,-50.0,0
-1.94,17.0,16.0,-64.0,1
-1.53,5.0,15.0,-15.0,0
1.26,18.8,18.0,16.0,0
3.29,20.6,10.0,27.0,1
1.5,23.6,21.0,27.0,0
1.77,15.4,11.0,-28.0,0
-1.16,20.2,12.0,70.0,0
-2.55,19.7,14.0,-6.0,0
4.05,5.0,13.0,34.0,1
1.33,27.4,16.0,37.0,1
1.05,13.7,16.0,-31.0,0
1.75,24.1,15.0,67.0,1
-3.43,12.7,11.0,-31.0,1
-1.0,20.0,15.0,6.0,0
1.24,22.8,15.0,28.0,1
-0.29,21.8,19.0,30.0,0
-0.15,22.3,16.0,-22.0,0
2.56,18.6,16.0,10.0,1
0.23,17.3,21.0,-5.0,0
4.76,20.4,12.0,37.0,1
-1.9,9.4,14.0,-29.0,0
1.61,9.5,12.0,-60.0,0
0.97,5.0,20.0,48.0,0
-1.15,22.3,20.0,-40.0,0
-2.06,12.8,20.0,29.0,0
0.07,18.5,17.0,9.0,0
3.84,20.0,16.0,24.0,1
-0.79,11.2,14.0,5.0,0
1.04,17.5,17.0,-49.0,0
-0.51,9.1,11.0,-35.0,0
0.44,13.7,11.0,108.0,0
2.28,13.6,14.0,-30.0,0
0.23,20.2,21.0,35.0,0
-0.92,24.5,13.0,-28.0,0
3.21,18.7,14.0,-4.0,1
-2.31,25.4,16.0,-137.0,0
0.92,28.2,18.0,20.0,1
-0.63,8.8,19.0,-42.0,0
2.57,23.4,12.0,48.0,1
1.35,22.3,15.0,38.0,0
-0.05,11.8,16.0,-38.0,0
-2.05,22.6,16.0,-17.0,0
1.54,16.1,18.0,-16.0,0
0.18,30.0,17.0,-70.0,1
4.28,21.0,15.0,-77.0,1
-1.2,27.2,18.0,48.0,1
-2.67,20.7,18.0,57.0,0
0.61,10.2,18.0,-79.0,0
1.17,18.1,13.0,20.0,0
-1.54,20.0,17.0,29.0,0
1.92,18.1,19.0,-103.0,0
-1.41,13.4,13.0,40.0,0
-0.54,12.4,15.0,2.0,0
1.09,22.2,20.0,-16.0,0
-0.58,12.0,16.0,63.0,0
0.31,16.1,15.0,57.0,0
-3.23,23.8,19.0,31.0,1
-1.23,20.0,14.0,22.0,0
2.14,19.8,10.0,-49.0,1
-3.26,5.8,13.0,-2.0,0
-2.03,12.3,18.0,28.0,0
2.53,14.3,17.0,-16.0,1
-0.09,19.2,15.0,-1.0,0
0.58,19.4,18.0,30.0,0
0.55,30.0,16.0,43.0,1
2.97,14.8,14.0,-29.0,1
-2.66,18.8,18.0,43.0,0
2.92,14.1,14.0,-16.0,1
-1.9,6.6,16.0,-140.0,0
0.15,17.6,13.0,-4.0,0
-1.71,19.5,12.0,-71.0,0
-0.49,27.4,12.0,25.0,1
0.08,30.0,15.0,2.0,1
-0.82,18.2,13.0,32.0,0
2.87,12.8,13.0,11.0,1
-0.78,10.5,15.0,-94.0,0
4.02,23.3,15.0,-33.0,1
1.9,13.5,10.0,20.0,0
0.79,19.9,7.0,51.0,1
-0.56,23.4,16.0,-59.0,0
-1.15,21.8,15.0,36.0,0
1.09,19.6,11.0,7.0,0
0.77,22.4,16.0,18.0,0
-2.59,12.5,16.0,-25.0,0
2.23,19.7,14.0,9.0,1
0.33,22.0,21.0,45.0,0
0.84,17.3,19.0,-4.0,1
2.17,16.9,14.0,-34.0,1
1.65,10.7,14.0,9.0,0
-3.24,23.1,11.0,120.0,1
1.52,24.0,19.0,40.0,1
0.06,21.4,16.0,102.0,1
-0.89,13.4,17.0,-26.0,0
0.1,24.9,9.0,-5.0,1
0.65,10.2,17.0,-15.0,0
0.25,17.9,13.0,3.0,0
-0.04,10.8,17.0,4.0,0
1.38,18.1,17.0,-70.0,0
-3.06,28.0,15.0,-4.0,0
0.37,13.5,13.0,75.0,0
-0.93,23.6,16.0,-31.0,0
4.5,16.7,12.0,-12.0,1
0.95,16.6,18.0,-85.0,0
1.84,14.2,13.0,19.0,0
0.87,12.7,15.0,13.0,0
1.53,16.9,13.0,-0.0,1
-0.89,28.6,15.0,-11.0,1
0.64,18.0,12.0,1.0,1
0.29,21.4,13.0,25.0,0
7.07,21.0,22.0,-1.0,1
-0.62,21.7,18.0,31.0,0
-1.57,21.8,16.0,11.0,0
4.0,19.4,17.0,-60.0,1
0.69,19.9,16.0,-36.0,0
1.03,18.1,15.0,10.0,0
2.25,20.2,17.0,76.0,0
-0.5,22.3,13.0,21.0,0
-0.84,17.1,20.0,-12.0,1
0.26,12.6,15.0,-20.0,0
-1.01,22.3,17.0,-92.0,0
-2.9,18.6,20.0,65.0,0
-1.69,21.8,16.0,26.0,0
-4.72,9.9,13.0,-57.0,0
-0.73,14.4,19.0,14.0,0
2.27,16.4,20.0,-17.0,0
1.21,16.6,9.0,-7.0,0
0.26,13.0,15.0,-43.0,0
-0.28,6.4,16.0,64.0,0
-0.13,23.6,14.0,-6.0,1
-0.83,10.4,11.0,-19.0,0
-2.22,14.6,12.0,-46.0,0
-5.06,20.5,9.0,48.0,0
0.05,27.4,18.0,22.0,1
-0.11,15.6,19.0,19.0,1
2.54,16.8,19.0,1.0,1
-1.74,22.2,15.0,-33.0,0
1.5,14.4,16.0,-17.0,0
-4.97,20.0,18.0,74.0,0
1.84,15.1,14.0,-51.0,0
0.1,21.9,12.0,79.0,1
1.38,12.9,13.0,-55.0,0
-3.32,17.8,16.0,-0.0,1
-1.59,16.1,13.0,-20.0,0
0.09,18.5,16.0,-67.0,0
-0.19,18.2,11.0,49.0,0
1.1,17.6,14.0,-39.0,0
-0.25,15.0,16.0,-39.0,1
-2.56,20.5,15.0,50.0,0
0.89,22.3,13.0,-94.0,0
-1.44,19.8,17.0,5.0,0
0.06,5.0,16.0,-1.0,0
-0.93,20.4,9.0,15.0,0
2.15,16.4,16.0,24.0,0
1.17,15.1,14.0,-33.0,0
-1.98,19.8,13.0,13.0,0
-3.36,21.3,13.0,-11.0,0
2.38,28.4,12.0,-12.0,0
-1.41,16.2,16.0,-16.0,0
-1.2,28.3,17.0,-39.0,1
1.48,22.5,15.0,-67.0,0
-2.05,21.9,18.0,-39.0,0
0.4,14.3,17.0,-74.0,0
0.04,19.3,9.0,34.0,0
-0.16,17.3,12.0,19.0,0
2.39,18.9,19.0,12.0,1
0.31,15.9,11.0,0.0,0
1.96,18.9,7.0,48.0,1
-0.03,9.4,20.0,-40.0,0
-1.45,22.6,16.0,78.0,0
-0.84,12.0,13.0,50.0,0
-1.14,15.8,12.0,-67.0,0
0.25,17.2,17.0,-12.0,0
0.85,11.7,16.0,-52.0,0
-1.54,23.5,16.0,34.0,0
-1.53,11.0,14.0,-25.0,0
-0.54,8.6,11.0,-106.0,1
1.04,22.0,15.0,23.0,0
0.69,10.3,18.0,-32.0,0
-2.71,23.0,13.0,34.0,0
3.91,23.8,17.0,-53.0,1
0.76,20.4,14.0,30.0,0
3.12,5.1,17.0,-31.0,1
-0.31,18.4,12.0,-92.0,0
-0.48,17.0,15.0,12.0,0
-0.74,20.3,16.0,5.0,0
2.33,22.5,13.0,73.0,1
4.75,15.0,16.0,-38.0,1
-1.03,16.1,15.0,-5.0,0
-0.92,17.7,15.0,0.0,0
-0.18,14.6,13.0,-60.0,0
-0.87,19.0,18.0,-23.0,0
1.06,16.9,12.0,19.0,0
0.37,20.5,16.0,15.0,0
0.3,25.2,12.0,58.0,1
-3.71,26.3,15.0,63.0,0
-4.52,13.1,17.0,-62.0,0
-0.74,11.5,14.0,-39.0,0
1.32,23.5,6.0,-42.0,1
-3.56,11.5,11.0,-53.0,0
1.51,25.5,9.0,-25.0,1
-0.61,14.6,15.0,46.0,0
-1.66,19.3,15.0,-35.0,0
0.17,18.0,14.0,-41.0,0
-2.6,21.1,13.0,-58.0,0
-5.08,8.5,16.0,-38.0,0
0.37,18.1,11.0,9.0,0
-0.1,20.6,18.0,52.0,0
-1.44,25.0,15.0,48.0,0
-1.16,21.6,12.0,-42.0,0
-1.55,14.2,14.0,-58.0,0
-0.71,20.4,15.0,-34.0,0
-0.22,14.4,11.0,-40.0,0
1.38,27.8,17.0,-24.0,1
2.52,6.7,18.0,7.0,0
-2.11,16.9,15.0,-54.0,0
-1.07,23.9,18.0,17.0,0
-3.73,19.2,23.0,-23.0,0
0.31,20.2,9.0,29.0,0
0.8,22.8,15.0,44.0,0
-0.51,18.8,11.0,-24.0,0
0.42,14.0,20.0,-6.0,0
-1.52,21.4,16.0,-28.0,0
-2.08,17.6,13.0,29.0,0
-0.7,14.7,14.0,-43.0,0
-0.77,21.8,19.0,10.0,1
0.82,16.2,16.0,5.0,0
1.99,18.8,17.0,7.0,0
-2.45,28.2,19.0,-15.0,0
0.72,25.8,18.0,-16.0,1
-1.61,23.8,18.0,3.0,0
2.83,19.6,15.0,18.0,1
1.93,16.6,8.0,-89.0,0
-3.98,18.0,15.0,-196.0,0
-2.25,22.9,13.0,-40.0,0
0.49,15.9,17.0,-71.0,0
-0.12,8.0,10.0,-11.0,0
0.46,11.3,17.0,-15.0,0
1.58,21.3,16.0,79.0,1
-0.49,8.3,16.0,20.0,0
-0.56,19.7,17.0,8.0,0
0.57,17.4,15.0,32.0,0
6.3,14.8,14.0,18.0,0
-3.03,17.6,18.0,-23.0,0
2.07,6.5,17.0,54.0,0
-1.07,12.8,17.0,-55.0,0
-1.44,18.5,15.0,13.0,0
-1.48,19.3,15.0,-77.0,0
-0.02,17.4,15.0,10.0,0
-2.34,21.0,10.0,40.0,0
-1.58,19.6,11.0,84.0,0
-0.59,11.1,15.0,-37.0,0
-0.54,13.1,9.0,-26.0,0
-0.28,16.0,15.0,-15.0,0
1.45,14.1,12.0,17.0,0
-1.61,15.8,15.0,1.0,0
-0.51,18.5,16.0,41.0,0
-0.01,18.2,9.0,4.0,0
1.92,17.1,16.0,62.0,1
0.42,20.5,14.0,-3.0,0
0.05,19.8,8.0,19.0,0
0.33,26.1,14.0,-6.0,1
0.37,16.2,16.0,-19.0,0
0.46,22.8,14.0,47.0,1
-2.63,7.7,14.0,-37.0,0
0.32,14.9,15.0,26.0,0
0.21,14.2,14.0,-46.0,0
-0.91,25.4,14.0,41.0,1
-0.33,5.0,11.0,-66.0,0
-1.08,20.5,13.0,22.0,0
2.0,20.9,21.0,33.0,1
-2.44,15.5,16.0,-29.0,0
0.28,14.6,16.0,-10.0,0
-0.77,7.9,13.0,-28.0,0
0.69,5.0,14.0,35.0,0
-1.45,13.7,14.0,19.0,0
